Job Title,Company Name,Required Skills,Location,Industry,Job Type,Experience Level,Posting Date,Salary Range
Back-End Developer,Google,"['Node.js', 'Python', 'SQL', 'API Development']",Austin,Education,Full-Time,Senior,2023-08-09,60k-80k
Software Engineer,Salesforce,"['Java', 'Python', 'C++', 'AWS']",Remote,Tech,Internship,Senior,2023-01-21,60k-80k
Project Manager,Facebook,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Seattle,Marketing,Internship,Senior,2021-12-10,80k-100k
Accountant,Tesla,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Chicago,Finance,Internship,Entry-level,2023-05-02,150k-200k
Business Intelligence Analyst,Microsoft,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",Seattle,Tech,Internship,Senior,2022-08-24,80k-100k
Project Manager,Facebook,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Austin,Education,Internship,Mid-level,2024-04-21,150k-200k
Recruitment Specialist,Tesla,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Chicago,Education,Contract,Senior,2022-05-06,100k-120k
Software Engineer,Google,"['Java', 'Python', 'C++', 'AWS']",Toronto,Marketing,Contract,Senior,2022-08-29,100k-120k
Front-End Developer,Amazon,"['HTML', 'CSS', 'JavaScript', 'React']",Chicago,Education,Internship,Entry-level,2023-03-22,100k-120k
Front-End Developer,Facebook,"['HTML', 'CSS', 'JavaScript', 'React']",Sydney,Consulting,Contract,Entry-level,2023-10-06,100k-120k
Accountant,Facebook,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",San Francisco,Healthcare,Full-Time,Senior,2023-10-21,60k-80k
Customer Support Specialist,Netflix,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",San Francisco,E-commerce,Contract,Entry-level,2021-12-17,150k-200k
Full-Stack Developer,Google,"['JavaScript', 'React', 'Node.js', 'SQL']",Toronto,Finance,Contract,Entry-level,2023-08-22,100k-120k
Product Manager,Tesla,"['Agile', 'Scrum', 'Leadership', 'Communication']",Toronto,E-commerce,Part-Time,Mid-level,2023-04-06,120k-150k
SEO Analyst,IBM,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Remote,E-commerce,Contract,Senior,2022-02-08,120k-150k
Front-End Developer,Google,"['HTML', 'CSS', 'JavaScript', 'React']",Berlin,Tech,Internship,Mid-level,2024-04-11,100k-120k
Back-End Developer,Tesla,"['Node.js', 'Python', 'SQL', 'API Development']",Sydney,E-commerce,Internship,Mid-level,2022-05-25,120k-150k
Technical Product Manager,IBM,"['Agile', 'Technical Writing', 'API', 'Software Development']",Sydney,Healthcare,Full-Time,Mid-level,2023-04-19,120k-150k
Business Intelligence Analyst,IBM,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",London,Healthcare,Contract,Entry-level,2022-09-18,150k-200k
Project Manager,Facebook,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",San Francisco,Tech,Internship,Senior,2023-07-26,120k-150k
Data Analyst,Netflix,"['Python', 'SQL', 'Tableau', 'Excel']",London,Manufacturing,Full-Time,Mid-level,2021-11-02,150k-200k
SEO Analyst,Tesla,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",New York,Marketing,Internship,Entry-level,2023-08-06,80k-100k
Technical Product Manager,Adobe,"['Agile', 'Technical Writing', 'API', 'Software Development']",Remote,E-commerce,Contract,Mid-level,2023-01-01,80k-100k
Recruitment Specialist,Facebook,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Seattle,Marketing,Contract,Entry-level,2021-12-14,120k-150k
SEO Analyst,Microsoft,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Toronto,Tech,Full-Time,Entry-level,2021-12-08,60k-80k
Investment Analyst,Salesforce,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Toronto,Finance,Contract,Senior,2022-03-20,100k-120k
Customer Success Manager,Facebook,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Chicago,Healthcare,Part-Time,Entry-level,2022-10-15,100k-120k
Investment Analyst,Microsoft,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Chicago,Consulting,Full-Time,Entry-level,2024-02-20,80k-100k
Financial Analyst,Tesla,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",San Francisco,E-commerce,Contract,Senior,2023-11-13,80k-100k
Digital Marketing Specialist,Microsoft,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",San Francisco,Manufacturing,Internship,Entry-level,2023-02-06,120k-150k
Technical Product Manager,Tesla,"['Agile', 'Technical Writing', 'API', 'Software Development']",London,Healthcare,Internship,Entry-level,2022-09-20,100k-120k
Digital Marketing Specialist,Microsoft,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Sydney,Healthcare,Internship,Senior,2022-08-10,120k-150k
Social Media Manager,Facebook,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Remote,Marketing,Full-Time,Entry-level,2024-08-23,80k-100k
Software Engineer,IBM,"['Java', 'Python', 'C++', 'AWS']",New York,E-commerce,Full-Time,Entry-level,2023-04-13,80k-100k
Product Manager,Accenture,"['Agile', 'Scrum', 'Leadership', 'Communication']",Remote,E-commerce,Internship,Senior,2021-10-20,150k-200k
Digital Marketing Specialist,Salesforce,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",San Francisco,Manufacturing,Full-Time,Entry-level,2024-01-30,120k-150k
SEO Analyst,Salesforce,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",London,Healthcare,Internship,Entry-level,2022-07-23,100k-120k
Investment Analyst,Adobe,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Seattle,Manufacturing,Part-Time,Entry-level,2021-11-12,80k-100k
Back-End Developer,Google,"['Node.js', 'Python', 'SQL', 'API Development']",Toronto,Education,Full-Time,Mid-level,2023-01-10,120k-150k
Project Manager,Accenture,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",London,Finance,Internship,Entry-level,2022-02-25,150k-200k
Data Analyst,IBM,"['Python', 'SQL', 'Tableau', 'Excel']",London,Finance,Part-Time,Mid-level,2022-08-29,100k-120k
Project Manager,Facebook,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Remote,Marketing,Internship,Mid-level,2024-07-26,150k-200k
Technical Product Manager,Tesla,"['Agile', 'Technical Writing', 'API', 'Software Development']",Berlin,E-commerce,Part-Time,Mid-level,2022-08-02,60k-80k
Customer Support Specialist,Netflix,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Austin,Consulting,Full-Time,Mid-level,2022-05-11,60k-80k
Data Scientist,Tesla,"['Python', 'R', 'Machine Learning', 'Statistics']",London,E-commerce,Internship,Entry-level,2022-05-28,80k-100k
Back-End Developer,Accenture,"['Node.js', 'Python', 'SQL', 'API Development']",Toronto,Consulting,Contract,Mid-level,2024-04-09,100k-120k
Front-End Developer,Accenture,"['HTML', 'CSS', 'JavaScript', 'React']",Chicago,Manufacturing,Part-Time,Senior,2023-05-30,120k-150k
SEO Analyst,IBM,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Seattle,Manufacturing,Part-Time,Senior,2022-01-24,80k-100k
Social Media Manager,Netflix,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",San Francisco,Marketing,Internship,Mid-level,2022-04-06,120k-150k
Data Scientist,Netflix,"['Python', 'R', 'Machine Learning', 'Statistics']",New York,Education,Full-Time,Senior,2024-08-25,150k-200k
Data Scientist,Amazon,"['Python', 'R', 'Machine Learning', 'Statistics']",Berlin,Manufacturing,Contract,Mid-level,2023-05-13,120k-150k
Investment Analyst,IBM,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Chicago,Manufacturing,Full-Time,Entry-level,2022-02-04,60k-80k
Digital Marketing Specialist,Salesforce,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Sydney,Finance,Contract,Senior,2022-05-25,80k-100k
Investment Analyst,Facebook,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Chicago,Healthcare,Contract,Senior,2022-05-03,150k-200k
Financial Analyst,Amazon,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",Seattle,Manufacturing,Contract,Mid-level,2022-03-23,150k-200k
Front-End Developer,Tesla,"['HTML', 'CSS', 'JavaScript', 'React']",Austin,Marketing,Internship,Mid-level,2023-03-06,120k-150k
Financial Analyst,Salesforce,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",London,Healthcare,Full-Time,Senior,2021-12-13,150k-200k
Accountant,Adobe,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",London,E-commerce,Contract,Senior,2024-09-01,60k-80k
Data Scientist,Facebook,"['Python', 'R', 'Machine Learning', 'Statistics']",Sydney,Manufacturing,Part-Time,Entry-level,2022-09-04,120k-150k
Accountant,Salesforce,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Seattle,Finance,Part-Time,Senior,2023-04-16,60k-80k
Business Intelligence Analyst,Accenture,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",Chicago,E-commerce,Contract,Entry-level,2022-03-26,150k-200k
Customer Support Specialist,Netflix,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Sydney,Consulting,Contract,Entry-level,2022-05-13,150k-200k
Customer Support Specialist,Netflix,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Austin,Marketing,Part-Time,Entry-level,2022-08-17,100k-120k
Data Scientist,Accenture,"['Python', 'R', 'Machine Learning', 'Statistics']",San Francisco,Manufacturing,Part-Time,Senior,2024-08-21,150k-200k
Customer Support Specialist,Google,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Berlin,Healthcare,Internship,Mid-level,2021-10-09,120k-150k
Accountant,Google,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",San Francisco,Consulting,Full-Time,Mid-level,2024-09-12,80k-100k
Full-Stack Developer,Facebook,"['JavaScript', 'React', 'Node.js', 'SQL']",Remote,Consulting,Part-Time,Entry-level,2022-05-31,120k-150k
Technical Product Manager,Amazon,"['Agile', 'Technical Writing', 'API', 'Software Development']",Sydney,E-commerce,Contract,Entry-level,2023-11-12,120k-150k
Recruitment Specialist,Accenture,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Remote,E-commerce,Internship,Mid-level,2024-06-23,120k-150k
Project Manager,Google,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Berlin,Tech,Part-Time,Entry-level,2022-07-16,150k-200k
Product Manager,Facebook,"['Agile', 'Scrum', 'Leadership', 'Communication']",Austin,E-commerce,Internship,Mid-level,2021-11-26,60k-80k
Accountant,Tesla,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",New York,Finance,Contract,Mid-level,2022-09-06,60k-80k
Investment Analyst,Microsoft,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",New York,E-commerce,Contract,Entry-level,2023-09-17,120k-150k
HR Manager,Adobe,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",San Francisco,E-commerce,Contract,Entry-level,2023-01-08,150k-200k
Investment Analyst,Google,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",London,Tech,Full-Time,Mid-level,2022-04-11,100k-120k
Software Engineer,Adobe,"['Java', 'Python', 'C++', 'AWS']",Remote,Finance,Internship,Mid-level,2024-07-22,80k-100k
Data Scientist,Microsoft,"['Python', 'R', 'Machine Learning', 'Statistics']",London,E-commerce,Internship,Senior,2023-07-11,60k-80k
Recruitment Specialist,Google,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",London,Tech,Contract,Senior,2023-09-19,100k-120k
Digital Marketing Specialist,Salesforce,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Chicago,Education,Contract,Senior,2024-06-05,80k-100k
Social Media Manager,Amazon,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Austin,Marketing,Part-Time,Mid-level,2022-09-04,60k-80k
Software Engineer,Facebook,"['Java', 'Python', 'C++', 'AWS']",San Francisco,Consulting,Contract,Mid-level,2023-10-05,100k-120k
Technical Product Manager,Netflix,"['Agile', 'Technical Writing', 'API', 'Software Development']",Seattle,Healthcare,Full-Time,Entry-level,2022-12-20,80k-100k
Investment Analyst,Accenture,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Toronto,Healthcare,Contract,Mid-level,2022-06-07,120k-150k
Accountant,Google,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Chicago,E-commerce,Part-Time,Mid-level,2024-05-13,60k-80k
Data Scientist,Adobe,"['Python', 'R', 'Machine Learning', 'Statistics']",London,Education,Part-Time,Mid-level,2024-03-03,150k-200k
Business Intelligence Analyst,Adobe,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",Berlin,Finance,Full-Time,Senior,2022-03-13,80k-100k
Financial Analyst,Adobe,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",Remote,Healthcare,Part-Time,Mid-level,2024-09-25,60k-80k
Customer Success Manager,Facebook,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",San Francisco,Marketing,Part-Time,Entry-level,2024-05-21,100k-120k
Front-End Developer,Accenture,"['HTML', 'CSS', 'JavaScript', 'React']",Toronto,Education,Full-Time,Mid-level,2022-03-08,100k-120k
Product Manager,IBM,"['Agile', 'Scrum', 'Leadership', 'Communication']",Sydney,Manufacturing,Full-Time,Entry-level,2022-09-05,60k-80k
Digital Marketing Specialist,Adobe,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",San Francisco,Manufacturing,Part-Time,Senior,2022-03-15,100k-120k
Customer Support Specialist,Adobe,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Austin,Tech,Full-Time,Senior,2023-10-26,150k-200k
Digital Marketing Specialist,Amazon,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Toronto,Healthcare,Contract,Mid-level,2023-07-19,120k-150k
Data Scientist,Amazon,"['Python', 'R', 'Machine Learning', 'Statistics']",New York,Education,Full-Time,Mid-level,2023-02-06,120k-150k
HR Manager,Tesla,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Remote,Tech,Part-Time,Mid-level,2024-03-29,120k-150k
Product Manager,Adobe,"['Agile', 'Scrum', 'Leadership', 'Communication']",Chicago,Education,Internship,Senior,2023-07-22,100k-120k
Data Scientist,Adobe,"['Python', 'R', 'Machine Learning', 'Statistics']",London,Marketing,Internship,Entry-level,2022-07-18,60k-80k
Financial Analyst,Microsoft,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",Chicago,E-commerce,Contract,Mid-level,2022-12-24,150k-200k
Technical Product Manager,Microsoft,"['Agile', 'Technical Writing', 'API', 'Software Development']",Berlin,Consulting,Part-Time,Mid-level,2024-03-12,80k-100k
Data Analyst,Salesforce,"['Python', 'SQL', 'Tableau', 'Excel']",Berlin,Education,Part-Time,Entry-level,2022-12-03,120k-150k
Accountant,Amazon,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Sydney,Finance,Part-Time,Entry-level,2022-01-08,100k-120k
Software Engineer,Amazon,"['Java', 'Python', 'C++', 'AWS']",Seattle,Marketing,Internship,Entry-level,2022-09-13,150k-200k
Talent Acquisition,IBM,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",Toronto,E-commerce,Internship,Senior,2024-05-09,150k-200k
Digital Marketing Specialist,Google,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Sydney,Manufacturing,Internship,Senior,2023-11-01,120k-150k
Customer Support Specialist,Adobe,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Berlin,Healthcare,Contract,Mid-level,2024-09-05,150k-200k
Technical Product Manager,Facebook,"['Agile', 'Technical Writing', 'API', 'Software Development']",Berlin,Education,Internship,Mid-level,2024-05-02,60k-80k
Recruitment Specialist,Netflix,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Berlin,Finance,Contract,Mid-level,2022-12-27,100k-120k
Customer Success Manager,Tesla,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",London,Education,Full-Time,Senior,2024-02-27,60k-80k
Data Scientist,Accenture,"['Python', 'R', 'Machine Learning', 'Statistics']",Seattle,Finance,Full-Time,Entry-level,2024-08-07,120k-150k
Product Manager,Adobe,"['Agile', 'Scrum', 'Leadership', 'Communication']",Sydney,E-commerce,Internship,Mid-level,2022-09-05,80k-100k
Data Analyst,Adobe,"['Python', 'SQL', 'Tableau', 'Excel']",Toronto,Finance,Internship,Mid-level,2023-03-07,150k-200k
Customer Success Manager,Microsoft,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Berlin,E-commerce,Internship,Mid-level,2023-03-15,80k-100k
Product Manager,Amazon,"['Agile', 'Scrum', 'Leadership', 'Communication']",San Francisco,Finance,Full-Time,Mid-level,2023-06-13,120k-150k
Project Manager,Google,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",San Francisco,Consulting,Contract,Entry-level,2022-08-28,120k-150k
Customer Success Manager,Accenture,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Berlin,Manufacturing,Internship,Entry-level,2024-06-21,150k-200k
Digital Marketing Specialist,Facebook,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Seattle,Finance,Contract,Senior,2023-02-06,150k-200k
Investment Analyst,Facebook,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Sydney,Tech,Contract,Senior,2023-04-25,120k-150k
Customer Success Manager,Salesforce,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",London,Finance,Contract,Senior,2024-08-25,120k-150k
Full-Stack Developer,Netflix,"['JavaScript', 'React', 'Node.js', 'SQL']",London,Consulting,Internship,Mid-level,2021-11-09,80k-100k
Project Manager,Google,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Sydney,Consulting,Part-Time,Mid-level,2021-12-07,100k-120k
Data Scientist,Accenture,"['Python', 'R', 'Machine Learning', 'Statistics']",Austin,Manufacturing,Contract,Senior,2023-06-29,100k-120k
Recruitment Specialist,Salesforce,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",San Francisco,Healthcare,Contract,Entry-level,2022-12-29,120k-150k
HR Manager,Salesforce,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Austin,E-commerce,Internship,Mid-level,2024-02-16,80k-100k
Data Analyst,Tesla,"['Python', 'SQL', 'Tableau', 'Excel']",San Francisco,Consulting,Part-Time,Mid-level,2024-03-20,150k-200k
Full-Stack Developer,Adobe,"['JavaScript', 'React', 'Node.js', 'SQL']",San Francisco,Manufacturing,Part-Time,Senior,2022-08-28,100k-120k
Project Manager,Salesforce,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Toronto,Healthcare,Internship,Entry-level,2023-12-11,150k-200k
Investment Analyst,Facebook,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Berlin,Finance,Contract,Mid-level,2021-11-10,80k-100k
Product Manager,Google,"['Agile', 'Scrum', 'Leadership', 'Communication']",New York,Marketing,Full-Time,Senior,2024-03-13,60k-80k
SEO Analyst,Netflix,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Seattle,Consulting,Internship,Senior,2023-07-19,80k-100k
Customer Success Manager,Tesla,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Chicago,Education,Contract,Entry-level,2024-06-14,100k-120k
Full-Stack Developer,Facebook,"['JavaScript', 'React', 'Node.js', 'SQL']",Seattle,Marketing,Internship,Entry-level,2021-12-03,60k-80k
HR Manager,Salesforce,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Chicago,Manufacturing,Part-Time,Senior,2022-02-01,120k-150k
Digital Marketing Specialist,Netflix,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Berlin,Marketing,Part-Time,Entry-level,2022-01-09,80k-100k
Customer Support Specialist,IBM,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Austin,Education,Part-Time,Mid-level,2022-09-28,80k-100k
Talent Acquisition,Google,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",New York,E-commerce,Internship,Senior,2022-03-10,100k-120k
Technical Product Manager,Google,"['Agile', 'Technical Writing', 'API', 'Software Development']",Austin,Healthcare,Internship,Senior,2022-05-15,60k-80k
Back-End Developer,Tesla,"['Node.js', 'Python', 'SQL', 'API Development']",Seattle,Healthcare,Internship,Mid-level,2022-07-11,100k-120k
SEO Analyst,Amazon,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Berlin,Healthcare,Contract,Mid-level,2024-08-21,120k-150k
Customer Support Specialist,Tesla,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Sydney,E-commerce,Contract,Mid-level,2024-06-13,80k-100k
Customer Support Specialist,Adobe,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",New York,Finance,Full-Time,Senior,2022-10-04,80k-100k
Full-Stack Developer,Netflix,"['JavaScript', 'React', 'Node.js', 'SQL']",New York,Tech,Full-Time,Senior,2023-11-15,120k-150k
Data Analyst,Microsoft,"['Python', 'SQL', 'Tableau', 'Excel']",Seattle,Tech,Internship,Senior,2023-08-14,150k-200k
Talent Acquisition,Amazon,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",Chicago,Education,Full-Time,Mid-level,2022-06-12,150k-200k
Product Manager,Tesla,"['Agile', 'Scrum', 'Leadership', 'Communication']",San Francisco,Consulting,Full-Time,Mid-level,2024-01-04,80k-100k
Investment Analyst,Salesforce,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",London,Marketing,Internship,Mid-level,2022-09-19,80k-100k
HR Manager,Adobe,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Austin,Marketing,Part-Time,Entry-level,2024-02-26,60k-80k
Data Analyst,Microsoft,"['Python', 'SQL', 'Tableau', 'Excel']",New York,Marketing,Internship,Entry-level,2023-05-08,100k-120k
Accountant,Netflix,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Chicago,Healthcare,Full-Time,Senior,2023-10-09,120k-150k
Back-End Developer,Salesforce,"['Node.js', 'Python', 'SQL', 'API Development']",Chicago,Healthcare,Contract,Entry-level,2024-03-23,60k-80k
Recruitment Specialist,Salesforce,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",London,Manufacturing,Full-Time,Mid-level,2022-07-20,60k-80k
Front-End Developer,Microsoft,"['HTML', 'CSS', 'JavaScript', 'React']",Chicago,Manufacturing,Contract,Entry-level,2022-03-28,60k-80k
Social Media Manager,IBM,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Austin,Healthcare,Contract,Senior,2022-04-10,60k-80k
Software Engineer,Accenture,"['Java', 'Python', 'C++', 'AWS']",New York,Consulting,Internship,Mid-level,2023-02-02,120k-150k
Customer Success Manager,Microsoft,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Remote,E-commerce,Part-Time,Entry-level,2023-04-24,100k-120k
Product Manager,Facebook,"['Agile', 'Scrum', 'Leadership', 'Communication']",Toronto,Consulting,Contract,Senior,2022-05-29,60k-80k
Project Manager,Netflix,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Berlin,Education,Internship,Mid-level,2024-04-22,120k-150k
Investment Analyst,Amazon,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Berlin,Education,Part-Time,Senior,2023-06-07,120k-150k
Talent Acquisition,Google,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",Austin,Healthcare,Part-Time,Entry-level,2021-11-19,150k-200k
Product Manager,IBM,"['Agile', 'Scrum', 'Leadership', 'Communication']",Remote,Consulting,Contract,Entry-level,2023-01-08,60k-80k
Social Media Manager,Adobe,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",New York,Consulting,Part-Time,Mid-level,2023-03-12,80k-100k
Product Manager,Accenture,"['Agile', 'Scrum', 'Leadership', 'Communication']",Chicago,Manufacturing,Contract,Entry-level,2022-02-13,60k-80k
Software Engineer,Amazon,"['Java', 'Python', 'C++', 'AWS']",Seattle,Education,Full-Time,Senior,2024-09-08,120k-150k
Social Media Manager,Facebook,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Chicago,Education,Full-Time,Senior,2023-01-16,120k-150k
Data Analyst,Microsoft,"['Python', 'SQL', 'Tableau', 'Excel']",Toronto,Marketing,Contract,Senior,2022-11-18,150k-200k
Technical Product Manager,Netflix,"['Agile', 'Technical Writing', 'API', 'Software Development']",Berlin,Finance,Internship,Mid-level,2024-06-11,80k-100k
Technical Product Manager,Amazon,"['Agile', 'Technical Writing', 'API', 'Software Development']",New York,Education,Contract,Senior,2024-06-11,120k-150k
Business Intelligence Analyst,Google,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",New York,Marketing,Contract,Mid-level,2022-01-14,120k-150k
Back-End Developer,Salesforce,"['Node.js', 'Python', 'SQL', 'API Development']",Remote,E-commerce,Contract,Entry-level,2023-12-14,100k-120k
Accountant,Tesla,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Chicago,Manufacturing,Contract,Entry-level,2022-06-02,150k-200k
